frame,id,bb_left,bb_top,bb_width,bb_height
1109,6,3310.51,531.4,13.449999999999818,34.83000000000004
1109,5,3351.83,488.96,12.480000000000018,24.500000000000057
1109,13,3574.07,524.25,12.86999999999989,37.84000000000003
1109,20,3469.82,499.19,15.039999999999964,28.84999999999997
1109,1,3125.84,492.23,14.799999999999727,31.230000000000015
1109,19,3044.86,514.82,16.429999999999836,31.479999999999905
1109,15,3296.18,505.15,13.050000000000182,29.71000000000004
1109,12,3496.63,489.15,10.170000000000073,22.74000000000001
1109,21,2740.27,670.91,42.84999999999991,83.44000000000005
1109,18,2693.16,551.4,32.100000000000364,56.42000000000007
1109,14,3048.54,488.57,19.059999999999945,27.87000000000006
1109,17,3246.71,472.85,15.960000000000036,24.769999999999985
1109,23,3202.49,494.15,9.390000000000327,9.04000000000002
1110,3,3029.87,520.71,16.13000000000011,37.92999999999995
1110,2,3564.88,508.97,12.509999999999764,35.059999999999945
1110,16,2738.0,510.0,16.0,37.0
1110,11,3995.0,526.5,14.0,32.0
1110,4,3518.4,492.92,12.38000000000011,22.44
1110,10,3565.0,588.0,20.0,53.0
1110,9,3552.0,540.57,12.0,40.71999999999992
1110,7,3151.0,589.8,28.800000000000185,54.60000000000002
1110,22,3490.93,605.62,18.5,58.63999999999999
1110,8,3342.29,497.29,11.13000000000011,26.72999999999996
1110,6,3310.24,531.36,13.400000000000093,34.620000000000005
1110,5,3352.6,488.94,12.36999999999989,24.38000000000005
1110,13,3573.97,524.07,12.870000000000346,37.84999999999991
1110,20,3469.9,499.05,15.019999999999982,28.72999999999996
1110,1,3127.33,492.12,14.789999999999964,31.21000000000004
1110,19,3046.92,514.41,16.480000000000018,31.420000000000076
1110,15,3295.84,504.97,13.049999999999727,29.709999999999923
1110,12,3497.62,489.05,10.180000000000293,22.81
1110,21,2741.59,670.19,42.75,83.17999999999995
1110,18,2695.45,551.2,32.100000000000364,56.42999999999995
1110,14,3049.82,488.47,18.859999999999676,27.75
1110,17,3246.98,472.84,15.909999999999854,24.75
1110,23,3206.36,493.5,9.539999999999964,9.240000000000007
1111,3,3031.05,520.45,16.149999999999636,37.91999999999996
1111,2,3564.99,508.71,12.5300000000002,34.990000000000066
1111,16,2737.0,509.0,18.0,38.5
1111,11,3995.5,526.25,13.0,32.0
1111,4,3518.2,492.66,12.430000000000293,22.619999999999948
1111,10,3565.0,588.0,20.0,53.0
1111,9,3552.0,540.29,12.0,40.85000000000002
1111,7,3153.0,589.2,27.199999999999815,54.39999999999998
1111,22,3491.2,605.25,18.51000000000022,58.65999999999997
1111,8,3342.22,497.11,11.0600000000004,26.620000000000005
1111,6,3309.96,531.32,13.360000000000127,34.40999999999997
1111,5,3353.37,488.92,12.25,24.27000000000004
1111,13,3573.88,523.89,12.86999999999989,37.85000000000002
1111,20,3469.99,498.9,14.980000000000018,28.620000000000005
1111,1,3128.82,492.01,14.769999999999982,31.19000000000005
1111,19,3048.98,514.01,16.539999999999964,31.340000000000032
1111,15,3295.5,504.79,13.050000000000182,29.70999999999998
1111,12,3498.62,488.96,10.180000000000293,22.870000000000005
1111,21,2742.91,669.47,42.64000000000033,82.91999999999996
1111,18,2697.73,551.01,32.09999999999991,56.41999999999996
1111,14,3051.11,488.38,18.65999999999985,27.610000000000014
1111,17,3247.25,472.82,15.860000000000127,24.74000000000001
1111,23,3210.24,492.85,9.670000000000073,9.42999999999995
1112,3,3032.22,520.19,16.18000000000029,37.90999999999997
1112,2,3565.35,508.57,12.539999999999964,34.920000000000016
1112,16,2736.0,508.0,20.0,40.0
1112,11,3996.0,526.0,12.0,32.0
1112,4,3518.24,492.5,12.480000000000018,22.67999999999995
1112,10,3565.0,588.0,20.0,53.0
1112,9,3552.0,540.0,12.0,41.0
1112,7,3155.0,588.6,25.59999999999991,54.19999999999993
1112,22,3491.47,604.88,18.5300000000002,58.67999999999995
1112,8,3342.16,496.92,10.980000000000018,26.52000000000004
1112,6,3309.69,531.28,13.309999999999944,34.21000000000004
1112,5,3354.13,488.9,12.150000000000093,24.149999999999977
1112,13,3573.78,523.72,12.86999999999989,37.85000000000002
1112,20,3470.07,498.75,14.960000000000036,28.50999999999999
1112,1,3130.3,491.9,14.769999999999982,31.180000000000064
1112,19,3051.04,513.6,16.59999999999991,31.279999999999973
1112,15,3295.15,504.61,13.049999999999727,29.71000000000004
1112,12,3499.61,488.86,10.190000000000056,22.94
1112,21,2744.24,668.75,42.5300000000002,82.65999999999997
1112,18,2700.02,550.81,32.090000000000146,56.42000000000007
1112,14,3052.39,488.29,18.46000000000004,27.47999999999996
1112,17,3247.51,472.81,15.819999999999707,24.70999999999998
1112,23,3214.11,492.19,9.819999999999707,9.639999999999986
1113,3,3033.4,519.93,16.199999999999818,37.90000000000009
1113,2,3565.71,508.42,12.550000000000182,34.849999999999966
1113,16,2736.86,508.14,19.42999999999984,39.430000000000064
1113,11,3996.0,526.0,12.0,32.0
1113,4,3518.29,492.34,12.5300000000002,22.730000000000075
1113,10,3565.0,588.0,20.0,53.0
1113,9,3551.71,539.86,12.579999999999927,41.0
1113,7,3157.0,588.0,24.0,54.0
1113,22,3491.75,604.5,18.5300000000002,58.71000000000004
1113,8,3342.09,496.73,10.909999999999854,26.41999999999996
1113,6,3309.67,530.9,13.269999999999982,34.120000000000005
1113,5,3354.9,488.88,12.029999999999744,24.039999999999964
1113,13,3573.68,523.54,12.870000000000346,37.85000000000002
1113,20,3470.16,498.61,14.930000000000293,28.399999999999977
1113,1,3131.79,491.79,14.760000000000218,31.160000000000025
1113,19,3053.1,513.19,16.65000000000009,31.209999999999923
1113,15,3294.81,504.43,13.050000000000182,29.70999999999998
1113,12,3500.6,488.76,10.200000000000273,23.019999999999985
1113,21,2745.56,668.04,42.42000000000007,82.40000000000009
1113,18,2702.3,550.61,32.09999999999991,56.41999999999996
1113,14,3053.68,488.19,18.26000000000022,27.34999999999997
1113,17,3247.78,472.79,15.779999999999744,24.69999999999999
1113,23,3217.98,491.54,9.960000000000036,9.829999999999984
1114,3,3034.57,519.67,16.23999999999978,37.88
1114,2,3566.07,508.27,12.559999999999944,34.77999999999997
1114,16,2737.71,508.29,18.860000000000127,38.849999999999966
1114,11,3996.0,525.0,12.0,32.0
1114,4,3518.33,492.19,12.579999999999927,22.78000000000003
1114,10,3565.0,588.0,20.0,53.0
1114,9,3551.43,539.71,13.140000000000327,41.0
1114,7,3157.0,588.0,24.0,52.0
1114,22,3492.02,604.13,18.550000000000185,58.73000000000002
1114,8,3342.02,496.54,10.840000000000146,26.319999999999997
1114,6,3309.66,530.51,13.220000000000256,34.039999999999964
1114,5,3355.67,488.86,11.920000000000073,23.91999999999996
1114,13,3573.59,523.37,12.86999999999989,37.85000000000002
1114,20,3470.24,498.46,14.900000000000093,28.29000000000002
1114,1,3133.28,491.68,14.75,31.140000000000043
1114,19,3055.16,512.78,16.710000000000036,31.149999999999977
1114,15,3294.47,504.25,13.050000000000182,29.71000000000004
1114,12,3501.59,488.67,10.210000000000036,23.079999999999984
1114,21,2746.88,667.32,42.309999999999945,82.13999999999999
1114,18,2704.58,550.41,32.09999999999991,56.430000000000064
1114,14,3054.96,488.1,18.059999999999945,27.220000000000027
1114,17,3248.04,472.78,15.740000000000236,24.680000000000007
1114,23,3221.86,490.89,10.099999999999907,10.02000000000004
1115,3,3035.75,519.41,16.26000000000022,37.870000000000005
1115,2,3566.42,508.12,12.579999999999927,34.72000000000003
1115,16,2738.57,508.43,18.289999999999964,38.28000000000003
1115,11,3996.0,525.5,12.0,32.0
1115,4,3518.38,492.03,12.61999999999989,22.840000000000032
1115,10,3566.0,587.5,20.0,53.0
1115,9,3551.14,539.57,13.720000000000256,41.0
1115,7,3159.0,587.0,20.0,53.0
1115,22,3492.29,603.76,18.559999999999945,58.75
1115,8,3341.96,496.35,10.759999999999764,26.220000000000027
1115,6,3309.65,530.13,13.179999999999836,33.950000000000045
1115,5,3356.44,488.84,11.799999999999727,23.80000000000001
1115,13,3573.49,523.19,12.870000000000346,37.84999999999991
1115,20,3470.33,498.32,14.86999999999989,28.170000000000016
1115,1,3134.77,491.57,14.740000000000236,31.13000000000005
1115,19,3057.22,512.37,16.769999999999982,31.090000000000032
1115,15,3294.13,504.07,13.049999999999727,29.70999999999998
1115,12,3502.59,488.57,10.210000000000036,23.150000000000038
1115,21,2748.21,666.6,42.19999999999982,81.88
1115,18,2706.87,550.22,32.09999999999991,56.41999999999996
1115,14,3056.25,488.01,17.860000000000127,27.08000000000004
1115,17,3248.31,472.76,15.690000000000056,24.660000000000025
1115,23,3225.73,490.23,10.239999999999782,10.22999999999996
1116,3,3036.92,519.15,16.289999999999964,37.860000000000014
1116,2,3566.78,507.98,12.58999999999969,34.639999999999986
1116,16,2739.43,508.57,17.710000000000036,37.71999999999997
1116,11,3996.0,526.0,12.0,32.0
1116,4,3518.42,491.88,12.679999999999836,22.889999999999983
1116,10,3567.0,587.0,20.0,53.0
1116,9,3550.86,539.43,14.279999999999744,41.0
1116,7,3162.0,586.0,20.0,55.0
1116,22,3492.56,603.39,18.579999999999927,58.76999999999998
1116,8,3341.89,496.16,10.690000000000056,26.12999999999994
1116,6,3309.63,529.74,13.139999999999873,33.870000000000005
1116,5,3357.2,488.82,11.700000000000273,23.69
1116,13,3573.4,523.02,12.86999999999989,37.85000000000002
1116,20,3470.41,498.17,14.850000000000364,28.06
1116,1,3136.26,491.46,14.729999999999563,31.11000000000007
1116,19,3059.29,511.96,16.809999999999945,31.02000000000004
1116,15,3293.79,503.89,13.039999999999964,29.71000000000004
1116,12,3503.58,488.48,10.220000000000256,23.20999999999998
1116,21,2749.53,665.88,42.08999999999969,81.62
1116,18,2709.15,550.02,32.09999999999991,56.42000000000007
1116,14,3057.54,487.91,17.65000000000009,26.95999999999998
1116,17,3248.57,472.74,15.649999999999636,24.649999999999977
1116,23,3229.61,489.58,10.379999999999654,10.420000000000016
1117,3,3038.1,518.89,16.309999999999945,37.85000000000002
1117,2,3567.14,507.83,12.599999999999907,34.579999999999984
1117,16,2740.29,508.71,17.139999999999873,37.150000000000034
1117,11,3994.0,526.0,12.0,31.0
1117,4,3518.47,491.72,12.720000000000256,22.93999999999994
1117,10,3567.0,586.33,20.0,52.0
1117,9,3550.57,539.29,14.859999999999673,41.0
1117,7,3163.2,586.0,20.800000000000185,54.60000000000002
1117,22,3492.83,603.01,18.59999999999991,58.79999999999996
1117,8,3341.83,495.97,10.610000000000127,26.029999999999973
1117,6,3309.62,529.36,13.090000000000146,33.77999999999997
1117,5,3357.97,488.8,11.580000000000382,23.569999999999997
1117,13,3573.3,522.84,12.86999999999989,37.85000000000002
1117,20,3470.5,498.03,14.809999999999944,27.94000000000005
1117,1,3137.75,491.35,14.7199999999998,31.090000000000032
1117,19,3061.35,511.55,16.86999999999989,30.95999999999998
1117,15,3293.44,503.71,13.049999999999727,29.70999999999998
1117,12,3504.57,488.38,10.230000000000018,23.28000000000003
1117,21,2750.85,665.17,41.99000000000024,81.35000000000002
1117,18,2711.44,549.82,32.090000000000146,56.42999999999995
1117,14,3058.82,487.82,17.460000000000036,26.819999999999997
1117,17,3248.84,472.73,15.599999999999907,24.629999999999995
1117,23,3233.48,488.93,10.519999999999982,10.620000000000005
1118,3,3039.27,518.63,16.340000000000146,37.84000000000003
1118,2,3567.5,507.68,12.610000000000127,34.51000000000005
1118,16,2741.14,508.86,16.570000000000164,36.569999999999936
1118,11,3996.0,525.0,12.0,32.0
1118,4,3518.51,491.56,12.779999999999744,22.999999999999943
1118,10,3567.0,585.67,20.0,51.0
1118,9,3550.29,539.14,15.420000000000073,41.0
1118,7,3164.4,586.0,21.59999999999991,54.200000000000045
1118,22,3493.1,602.64,18.610000000000127,58.82000000000005
1118,8,3341.76,495.78,10.539999999999964,25.930000000000064
1118,6,3309.61,528.97,13.039999999999964,33.69999999999993
1118,5,3358.74,488.79,11.470000000000256,23.44999999999999
1118,13,3573.2,522.67,12.870000000000346,37.84000000000003
1118,20,3470.59,497.88,14.779999999999744,27.83000000000004
1118,1,3139.24,491.24,14.700000000000273,31.08000000000004
1118,19,3063.41,511.14,16.93000000000029,30.889999999999983
1118,15,3293.38,503.56,13.049999999999727,29.69999999999999
1118,12,3505.56,488.28,10.240000000000236,23.350000000000023
1118,21,2752.18,664.45,41.870000000000346,81.08999999999992
1118,18,2713.72,549.62,32.100000000000364,56.42999999999995
1118,14,3060.11,487.73,17.25,26.68999999999994
1118,17,3249.1,472.71,15.570000000000164,24.610000000000014
1118,23,3236.59,489.45,8.509999999999764,8.720000000000027
1119,3,3040.44,518.38,16.36999999999989,37.81000000000006
1119,2,3567.86,507.53,12.61999999999989,34.440000000000055
1119,16,2742.0,509.0,16.0,36.0
1119,11,3994.0,526.0,12.0,31.0
1119,4,3518.56,491.41,12.820000000000164,23.05000000000001
1119,10,3567.0,585.0,20.0,50.0
1119,9,3550.0,539.0,16.0,41.0
1119,7,3165.6,586.0,22.40000000000009,53.79999999999996
1119,22,3493.38,602.27,18.61999999999989,58.84000000000003
1119,8,3341.69,495.6,10.4699999999998,25.819999999999936
1119,6,3309.59,528.59,13.009999999999764,33.610000000000014
1119,5,3359.5,488.77,11.36999999999989,23.33000000000004
1119,13,3573.58,522.44,12.86999999999989,37.84999999999991
1119,20,3470.67,497.74,14.759999999999764,27.720000000000027
1119,1,3140.72,491.14,14.700000000000273,31.050000000000068
1119,19,3065.47,510.73,16.980000000000018,30.829999999999927
1119,15,3293.31,503.4,13.050000000000182,29.700000000000045
1119,12,3506.56,488.19,10.240000000000236,23.410000000000025
1119,21,2753.5,663.73,41.76000000000022,80.82999999999993
1119,18,2716.0,549.43,32.09999999999991,56.42000000000007
1119,14,3061.39,487.63,17.059999999999945,26.57000000000005
1119,17,3249.37,472.7,15.519999999999982,24.590000000000032
1119,23,3239.69,489.98,6.519999999999982,6.819999999999993
1120,3,3041.62,518.12,16.390000000000327,37.79999999999996
1120,2,3568.21,507.38,12.639999999999873,34.379999999999995
1120,16,2742.0,508.0,16.0,37.0
1120,11,3994.0,526.0,12.0,31.0
1120,4,3518.6,491.25,12.86999999999989,23.110000000000014
1120,10,3567.5,584.0,20.0,50.5
1120,9,3550.0,539.0,16.0,40.0
1120,7,3166.8,586.0,23.199999999999815,53.39999999999998
1120,22,3493.65,601.89,18.63000000000011,58.870000000000005
1120,8,3341.63,495.41,10.389999999999873,25.71999999999997
1120,6,3309.58,528.2,12.960000000000036,33.52999999999997
1120,5,3360.27,488.75,11.25,23.220000000000027
1120,13,3573.96,522.22,12.86999999999989,37.83999999999992
1120,20,3470.76,497.59,14.729999999999563,27.61000000000007
1120,1,3142.21,491.03,14.690000000000056,31.029999999999973
1120,19,3067.53,510.32,17.039999999999964,30.77000000000004
1120,15,3293.25,503.24,13.039999999999964,29.700000000000045
1120,12,3507.55,488.09,10.25,23.480000000000015
1120,21,2754.82,663.02,41.659999999999854,80.57000000000005
1120,18,2718.29,549.23,32.09999999999991,56.41999999999996
1120,14,3062.68,487.54,16.850000000000364,26.430000000000007
1120,17,3249.63,472.68,15.480000000000018,24.579999999999984
1120,23,3242.8,490.5,4.509999999999764,4.930000000000007
1121,3,3043.02,517.93,16.420000000000073,37.80000000000007
1121,2,3568.57,507.24,12.649999999999636,34.299999999999955
1121,16,2742.67,508.0,16.0,37.0
1121,11,3994.0,526.0,12.0,31.0
1121,4,3518.65,491.1,12.920000000000073,23.149999999999977
1121,10,3568.0,583.0,20.0,51.0
1121,9,3550.29,538.79,16.0,40.0
1121,7,3168.0,586.0,24.0,53.0
1121,22,3493.92,601.52,18.65000000000009,58.88999999999999
1121,8,3341.56,495.22,10.320000000000164,25.620000000000005
1121,6,3309.57,527.82,12.909999999999854,33.43999999999994
1121,5,3361.04,488.73,11.139999999999873,23.09999999999997
1121,13,3574.34,521.99,12.86999999999989,37.85000000000002
1121,20,3470.84,497.45,14.699999999999818,27.490000000000062
1121,1,3143.7,490.92,14.680000000000293,31.02000000000004
1121,19,3069.59,509.91,17.09999999999991,30.69999999999999
1121,15,3293.18,503.08,13.050000000000182,29.69999999999999
1121,12,3508.54,487.99,10.260000000000218,23.55000000000001
1121,21,2756.15,662.3,41.53999999999997,80.31000000000006
1121,18,2720.57,549.03,32.09999999999991,56.430000000000064
1121,14,3063.96,487.45,16.659999999999854,26.30000000000001
1121,17,3249.9,472.67,15.429999999999836,24.55000000000001
1121,23,3246.48,490.54,4.690000000000055,5.099999999999966
1122,3,3044.43,517.75,16.440000000000055,37.77999999999997
1122,2,3568.93,507.09,12.66000000000031,34.240000000000066
1122,16,2743.33,508.0,16.0,37.0
1122,11,3994.0,526.0,12.0,30.5
1122,4,3518.69,490.94,12.9699999999998,23.20999999999998
1122,10,3570.0,583.0,20.0,51.0
1122,9,3550.58,538.58,16.0,40.0
1122,7,3168.0,586.0,24.0,53.0
1122,22,3494.19,601.15,18.65999999999985,58.90999999999997
1122,8,3341.49,495.03,10.25,25.529999999999973
1122,6,3309.55,527.43,12.86999999999989,33.360000000000014
1122,5,3360.7,488.52,11.510000000000218,23.0
1122,13,3574.72,521.76,12.870000000000346,37.85000000000002
1122,20,3470.93,497.3,14.670000000000073,27.37999999999994
1122,1,3145.19,490.81,14.670000000000073,30.999999999999943
1122,19,3071.65,509.5,17.159999999999854,30.639999999999983
1122,15,3293.11,502.92,13.049999999999727,29.69999999999999
1122,12,3509.53,487.9,10.269999999999982,23.610000000000014
1122,21,2757.47,661.58,41.440000000000055,80.04999999999995
1122,18,2722.86,548.83,32.08999999999969,56.42999999999995
1122,14,3065.25,487.35,16.449999999999818,26.16999999999996
1122,17,3250.17,472.65,15.389999999999873,24.54000000000002
1122,23,3250.15,490.58,4.869999999999891,5.270000000000039
1123,3,3045.83,517.57,16.470000000000255,37.76999999999998
1123,2,3569.29,506.94,12.670000000000073,34.170000000000016
1123,16,2744.0,508.0,16.0,37.0
1123,11,3994.0,526.0,12.0,30.0
1123,4,3518.74,490.78,13.010000000000218,23.269999999999985
1123,10,3570.0,583.0,20.0,50.0
1123,9,3550.88,538.38,16.0,40.0
1123,7,3168.0,585.0,24.0,54.0
1123,22,3494.46,600.77,18.67999999999984,58.940000000000055
1123,8,3341.43,494.84,10.170000000000073,25.430000000000007
1123,6,3309.54,527.05,12.820000000000164,33.270000000000095
1123,5,3360.36,488.31,11.879999999999654,22.910000000000025
1123,13,3575.1,521.54,12.86999999999989,37.85000000000002
1123,20,3471.44,497.24,14.739999999999782,27.33000000000004
1123,1,3146.68,490.7,14.66000000000031,30.97999999999996
1123,19,3073.71,509.09,17.210000000000036,30.569999999999997
1123,15,3293.05,502.76,13.049999999999727,29.700000000000045
1123,12,3510.53,487.8,10.269999999999982,23.680000000000007
1123,21,2758.79,660.86,41.32999999999993,79.78999999999996
1123,18,2725.14,548.64,32.09999999999991,56.41999999999996
1123,14,3066.53,487.26,16.259999999999764,26.039999999999964
1123,17,3250.43,472.64,15.350000000000364,24.52000000000004
1123,23,3251.52,490.04,5.059999999999945,5.439999999999998
1124,3,3047.24,517.39,16.490000000000236,37.75
1124,2,3569.65,506.79,12.679999999999836,34.099999999999966
1124,16,2744.0,508.0,16.0,37.0
1124,11,3994.0,525.0,12.0,31.0
1124,4,3518.78,490.63,13.069999999999707,23.32000000000005
1124,10,3570.0,584.0,20.0,50.0
1124,9,3551.17,538.17,16.0,40.0
1124,7,3168.0,585.0,24.0,53.0
1124,22,3494.73,600.4,18.69000000000005,58.96000000000004
1124,8,3341.36,494.65,10.099999999999907,25.33000000000004
1124,6,3309.53,526.66,12.779999999999744,33.190000000000055
1124,5,3360.02,488.1,12.25,22.81
1124,13,3575.48,521.31,12.86999999999989,37.85000000000002
1124,20,3471.95,497.18,14.820000000000164,27.28000000000003
1124,1,3148.17,490.59,14.639999999999873,30.96999999999997
1124,19,3075.77,508.68,17.269999999999982,30.510000000000048
1124,15,3292.98,502.6,13.050000000000182,29.69999999999993
1124,12,3511.18,487.69,10.260000000000218,23.53000000000003
1124,21,2760.12,660.15,41.220000000000255,79.51999999999998
1124,18,2727.42,548.44,32.09999999999991,56.41999999999996
1124,14,3067.82,487.17,16.049999999999727,25.900000000000038
1124,17,3250.7,472.62,15.300000000000182,24.5
1124,23,3252.89,489.5,5.2400000000002365,5.6200000000000045
1125,3,3048.64,517.2,16.519999999999982,37.75
1125,2,3570.01,506.65,12.6899999999996,34.02999999999997
1125,16,2744.5,508.0,16.0,36.5
1125,11,3994.0,525.0,12.0,31.0
1125,4,3518.83,490.47,13.110000000000127,23.370000000000005
1125,10,3570.75,584.0,20.0,50.0
1125,9,3551.46,537.96,16.0,40.0
1125,7,3170.5,584.25,23.0,53.5
1125,22,3495.01,600.03,18.699999999999815,58.98000000000002
1125,8,3341.3,494.46,10.019999999999982,25.230000000000075
1125,6,3309.51,526.28,12.739999999999782,33.10000000000002
1125,5,3359.68,487.89,12.620000000000346,22.71000000000004
1125,13,3575.86,521.09,12.86999999999989,37.85000000000002
1125,20,3472.46,497.12,14.889999999999873,27.230000000000015
1125,1,3149.65,490.48,14.639999999999873,30.94999999999993
1125,19,3077.84,508.27,17.31999999999971,30.44000000000005
1125,15,3292.92,502.44,13.039999999999964,29.69999999999999
1125,12,3511.84,487.57,10.230000000000018,23.400000000000038
1125,21,2761.44,659.43,41.11000000000013,79.2600000000001
1125,18,2730.3,548.02,32.09999999999991,56.42000000000007
1125,14,3069.11,487.07,15.849999999999907,25.78000000000003
1125,17,3250.96,472.6,15.259999999999764,24.489999999999952
1125,23,3254.27,488.96,5.409999999999855,5.7900000000000205
1126,3,3050.04,517.02,16.550000000000182,37.73000000000002
1126,2,3570.36,506.5,12.710000000000036,33.96000000000004
1126,16,2745.0,508.0,16.0,36.0
1126,11,3993.5,525.0,12.0,31.5
1126,4,3518.88,490.32,13.159999999999854,23.420000000000016
1126,10,3571.5,584.0,20.0,50.0
1126,9,3551.75,537.75,16.0,40.0
1126,7,3173.0,583.5,22.0,54.0
1126,22,3495.28,599.65,18.7199999999998,59.00999999999999
1126,8,3341.23,494.27,9.949999999999818,25.129999999999995
1126,6,3309.5,525.89,12.690000000000056,33.01999999999998
1126,5,3359.34,487.68,12.989999999999782,22.610000000000014
1126,13,3576.24,520.86,12.870000000000346,37.85000000000002
1126,20,3472.97,497.06,14.960000000000036,27.180000000000007
1126,1,3151.14,490.37,14.63000000000011,30.92999999999995
1126,19,3079.9,507.86,17.36999999999989,30.379999999999995
1126,15,3292.85,502.28,13.050000000000182,29.700000000000045
1126,12,3512.5,487.46,10.210000000000036,23.25
1126,21,2762.76,658.71,41.0,79.00999999999999
1126,18,2733.18,547.59,32.100000000000364,56.41999999999996
1126,14,3070.39,486.98,15.650000000000093,25.639999999999983
1126,17,3251.23,472.59,15.210000000000036,24.470000000000027
1126,23,3254.23,488.91,5.599999999999909,5.96999999999997
1127,3,3051.45,516.84,16.570000000000164,37.70999999999992
1127,2,3570.72,506.35,12.720000000000256,33.889999999999986
1127,16,2746.0,508.0,16.0,36.0
1127,11,3993.0,525.0,12.0,32.0
1127,4,3518.92,490.16,13.210000000000036,23.47999999999996
1127,10,3572.25,584.0,20.0,50.0
1127,9,3552.04,537.54,16.0,40.0
1127,7,3175.5,582.75,21.0,54.5
1127,22,3495.55,599.28,18.730000000000015,59.01999999999998
1127,8,3341.16,494.09,9.88000000000011,25.02000000000004
1127,6,3309.6,525.72,12.760000000000218,32.98000000000002
1127,5,3359.0,487.48,13.360000000000127,22.5
1127,13,3576.62,520.64,12.86999999999989,37.84000000000003
1127,20,3473.48,497.0,15.0300000000002,27.129999999999995
1127,1,3152.63,490.26,14.61999999999989,30.91999999999996
1127,19,3081.96,507.46,17.429999999999836,30.31
1127,15,3292.78,502.12,13.049999999999727,29.700000000000045
1127,12,3513.16,487.34,10.180000000000293,23.120000000000005
1127,21,2764.09,657.99,40.88999999999987,78.75
1127,18,2736.06,547.17,32.09999999999991,56.42000000000007
1127,14,3071.68,486.89,15.450000000000273,25.50999999999999
1127,17,3251.49,472.57,15.180000000000293,24.44999999999999
1127,23,3254.2,488.86,5.7800000000002,6.139999999999986
1128,3,3052.69,516.54,16.59999999999991,37.700000000000045
1128,2,3571.08,506.2,12.730000000000018,33.829999999999984
1128,16,2747.0,508.0,16.0,36.0
1128,11,3993.0,525.0,12.0,32.0
1128,4,3518.97,490.0,13.25,23.539999999999964
1128,10,3573.0,584.0,20.0,50.0
1128,9,3552.33,537.33,16.0,40.0
1128,7,3178.0,582.0,20.0,55.0
1128,22,3495.82,598.91,18.75,59.04000000000008
1128,8,3341.1,493.9,9.800000000000182,24.930000000000064
1128,6,3309.69,525.55,12.829999999999927,32.930000000000064
1128,5,3358.66,487.27,13.730000000000018,22.410000000000025
1128,13,3577.0,520.41,12.86999999999989,37.85000000000002
1128,20,3474.0,496.95,15.099999999999907,27.069999999999997
1128,1,3154.12,490.15,14.610000000000127,30.899999999999977
1128,19,3084.02,507.05,17.490000000000236,30.239999999999952
1128,15,3292.72,501.96,13.050000000000182,29.69999999999999
1128,12,3513.82,487.23,10.159999999999854,22.96999999999997
1128,21,2765.41,657.28,40.7800000000002,78.48000000000002
1128,18,2738.94,546.74,32.09999999999991,56.42999999999995
1128,14,3072.96,486.79,15.25,25.37999999999994
1128,17,3251.76,472.56,15.129999999999654,24.430000000000007
1128,23,3254.17,488.82,5.960000000000036,6.300000000000011
1129,3,3053.93,516.23,16.620000000000346,37.68999999999994
1129,2,3571.44,506.06,12.739999999999782,33.74999999999994
1129,16,2747.0,507.0,16.0,36.0
1129,11,3993.0,525.0,12.0,32.0
1129,4,3519.01,489.85,13.309999999999944,23.579999999999927
1129,10,3573.0,583.0,20.0,51.0
1129,9,3552.62,537.12,16.0,40.0
1129,7,3179.33,582.0,21.340000000000146,54.33000000000004
1129,22,3496.09,598.54,18.759999999999764,59.06000000000006
1129,8,3341.03,493.71,9.730000000000018,24.829999999999984
1129,6,3309.79,525.37,12.900000000000093,32.89999999999998
1129,5,3358.33,487.06,14.090000000000146,22.31
1129,13,3577.38,520.19,12.86999999999989,37.83999999999992
1129,20,3474.51,496.89,15.169999999999618,27.019999999999985
1129,1,3155.61,490.05,14.599999999999907,30.869999999999948
1129,19,3086.08,506.64,17.539999999999964,30.180000000000064
1129,15,3292.65,501.8,13.049999999999727,29.69999999999999
1129,12,3514.48,487.11,10.139999999999873,22.83999999999997
1129,21,2766.73,656.56,40.67999999999984,78.22000000000003
1129,18,2741.82,546.32,32.09999999999991,56.41999999999996
1129,14,3074.25,486.7,15.050000000000182,25.25
1129,17,3252.02,472.54,15.090000000000146,24.41999999999996
1129,23,3254.13,488.77,6.150000000000091,6.480000000000018
1130,3,3055.17,515.93,16.639999999999873,37.680000000000064
1130,2,3571.8,505.91,12.75,33.69
1130,16,2747.0,507.0,16.0,36.0
1130,11,3993.0,525.0,12.0,32.0
1130,4,3519.06,489.69,13.349999999999907,23.640000000000043
1130,10,3573.0,582.5,20.0,50.5
1130,9,3552.92,536.92,16.0,40.0
1130,7,3180.67,582.0,22.65999999999985,53.66999999999996
1130,22,3496.36,598.16,18.779999999999745,59.09000000000003
1130,8,3340.96,493.52,9.659999999999854,24.730000000000015
1130,6,3309.88,525.2,12.9699999999998,32.84999999999991
1130,5,3357.99,486.85,14.460000000000036,22.20999999999998
1130,13,3577.76,519.96,12.86999999999989,37.84999999999991
1130,20,3475.02,496.83,15.240000000000236,26.96999999999997
1130,1,3157.1,489.94,14.590000000000146,30.85999999999996
1130,19,3088.14,506.23,17.59999999999991,30.110000000000014
1130,15,3292.59,501.64,13.039999999999964,29.700000000000045
1130,12,3515.14,487.0,10.110000000000127,22.69
1130,21,2768.06,655.84,40.559999999999945,77.95999999999992
1130,18,2744.7,545.89,32.100000000000364,56.430000000000064
